class,instance,variant,rows,basic_structural,basic_slack,max_coefficient_rel_error,max_rhs_rel_error,min_factor,max_factor,nnz,kappa1_seed0,kappa1_seed1,kappa1_seed2,estimator_max_min,lu_componentwise_backward_error,basis_sha256,lp_sha256
simple,caso01b.txt,Ruiz,14400,9369,5031,4.166436134644221e-16,4.407312829573501e-16,1.4178141354372044e-05,18688.544968189097,35590,3914069583027.339,3914069583027.339,3914069583027.339,1.0,2.3665346319092134e-10,bcb10a98d59de4fc55a8cfa1640cceb434fc5ffc43a5f9094026c76fd613b99d,3a66032b96d5bfffe80ab7cfef1680b16cc7630f7dc5e840c074f73cd4fcd092
simple,caso01c.txt,Base,14400,8877,5523,0.0,0.0,1.0,1.0,35590,8.607747030528587e+18,8.607747030528587e+18,8.607747030528587e+18,1.0,2.334499737610625e-09,02ba3daf9179a564236336377887e1e36ebf842dbb39d03502d4058cf9abad55,6bc5c2381a0568ae320f2fc29b226fac204d61890c02167bfc8fdc8e42a242ee
simple,caso01c.txt,SA-Aug,14400,8877,5523,1.9437419795566738e-16,2.6377527546595754e-16,1.3678024156933087e-05,20.92859070706935,35590,1087346350935.249,1087346350935.249,1087346350935.249,1.0,4.0863713495986816e-13,fdfd4076de4bf9231aae813bb99264b2df23387cbffe927b9801a3273cc0b2de,94e1b7033ceb149ffcd919c7dc710b938a6c571472eb801d10eca9b5f189500d
simple,caso01c.txt,Flat-Aug,14400,8877,5523,1.9437419795566738e-16,2.6377527546595754e-16,1.3678024156933087e-05,20.92859070706935,35590,13332727963510.945,13332727963510.945,13332727963510.945,1.0,4.152237147823145e-12,1b87dad09a0b34e4e4806f6d1a06947e86e69fc613a12e763bdcdc06b8570346,4ee2670a98d8d6dafb5341550cfadf0244690312ecd91749afa060ece24f4ae8
simple,caso01c.txt,SA-Mat,14400,8877,5523,1.2402135967791906e-16,0.0,2.4297317807242557e-05,20.92859070706935,35590,864107395133.172,864107395133.172,864107395133.172,1.0,6.982004851339131e-13,f99b35bf52300b5933626883805099ddd7f6c509c235c9db56e9b102585f4c61,650fe809be1ece506e2350763fbd6f92a35d513af4df7561ddffb43edbcb5546
simple,caso01c.txt,Flat-Mat,14400,8877,5523,1.2402135967791906e-16,0.0,2.4297317807242557e-05,20.92859070706935,35590,864107395133.172,864107395133.172,864107395133.172,1.0,6.982004851339131e-13,f99b35bf52300b5933626883805099ddd7f6c509c235c9db56e9b102585f4c61,650fe809be1ece506e2350763fbd6f92a35d513af4df7561ddffb43edbcb5546
simple,caso01c.txt,Ruiz,14400,8877,5523,4.166436134644221e-16,4.407312829573501e-16,1.4178141354372044e-05,18688.544968189097,35590,3911456530249.6777,3911456530249.6777,3911456530249.6777,1.0,1.2050627646071517e-08,7f66cc6b587996f4e0e7a7999ec4d81fdcae516551aa28e76d47cc302b1397b9,309a06cabdf065e745f9110c4d0638b72b724e6cdca1478e4eb616698ec6f103
simple,caso01d.txt,Base,14400,8899,5501,0.0,0.0,1.0,1.0,35590,8.607747030528588e+18,8.607747030528588e+18,8.607747030528588e+18,1.0,8.037080780984087e-13,8ea72a41a145b06d751c8f4d5eb8a024cf81345ac027215f1b6c24e2e7b755ca,b26ed1777b1d8fa7cbb7a63443233770a86da3046b9b4d048cd90886485a729d
simple,caso01d.txt,SA-Aug,14400,8899,5501,1.9437419795566738e-16,2.6377527546595754e-16,1.3678024156933087e-05,20.92859070706935,35590,5266008603462.584,5266008603462.584,5266008603462.584,1.0,8.78295117686765e-13,41cd41fa206b98f95f2e1fe642852ec9e33edfa131eaabae59c7b2ac5f770c44,92878a27601a77e666b55cca73f47a6d0762e0959845fb5c882edd7ce7080e1b
simple,caso01d.txt,Flat-Aug,14400,8899,5501,1.9437419795566738e-16,2.6377527546595754e-16,1.3678024156933087e-05,20.92859070706935,35590,11013185343233.781,11013185343233.781,11013185343233.781,1.0,7.1534754163514354e-12,bb3a684e0ebf105ecd9b877d4301545989475d119db539e744515b1495a60573,65aeb1c17634cb2c9248d50b450d2c0c9aad6325ef57009e42294f032c5ff1c4
